SKU,Categoria,Nombre del Producto,Peso/Presentacion,Precio (USD),Slug URL,Descripcion SEO,Meta Descripcion,Palabras Clave,Imagen Principal,Estado,Visibilidad,Inventario
0001,"","Chorizo Ahumado La Montserratina 5und","",8.50,chorizo-ahumado-la-montserratina-5und,"Chorizo Ahumado La Montserratina 5und por 8.50. Pedidos por WhatsApp.","Chorizo Ahumado La Montserratina 5und por 8.50. Delivery a domicilio.","chorizo, ahumado, montserratina, 5und",0001.jpg,Publicado,Visible,100
0001,"","Rikomalt 250ml Parmalat","",2.10,rikomalt-250ml-parmalat,"Rikomalt 250ml Parmalat a solo 2.10. Delivery a domicilio.","Rikomalt 250ml Parmalat por 2.10. Delivery a domicilio.","rikomalt, 250ml, parmalat",0001.jpg,Publicado,Visible,100
0001,"","Té Crystal 1.5Lt","",2.80,te-crystal-15lt,"Té Crystal 1.5Lt por 2.80. Consulta disponibilidad.","Té Crystal 1.5Lt por 2.80. Delivery a domicilio.","crystal, 1.5lt",0001.jpg,Publicado,Visible,100
0001,"","Aguafiel 600ml","",0.65,aguafiel-600ml,"Llevate Aguafiel 600ml por 0.65.","Aguafiel 600ml por 0.65. Delivery a domicilio.","aguafiel, 600ml",0001.jpg,Publicado,Visible,100
0001,"","Green Spot 500ml","",1.70,green-spot-500ml,"Green Spot 500ml por 1.70. Pide el tuyo.","Green Spot 500ml por 1.70. Delivery a domicilio.","green, spot, 500ml",0001.jpg,Publicado,Visible,100
0001,"","Té Negro Limón/Durazno","",2.50,te-negro-limondurazno,"Té Negro Limón/Durazno a 2.50. Tenemos stock.","Té Negro Limón/Durazno por 2.50. Delivery a domicilio.","negro, limón/durazno",0001.jpg,Publicado,Visible,100
0001,"","Naranjada Natulac 1Lt","",3.60,naranjada-natulac-1lt,"Naranjada Natulac 1Lt por 3.60. Listo para enviar.","Naranjada Natulac 1Lt por 3.60. Delivery a domicilio.","naranjada, natulac, 1lt",0001.jpg,Publicado,Visible,100
0001,"","Aguafiel 1.5 L","",1.35,aguafiel-15-l,"Aguafiel 1.5 L a 1.35. A tu pedido.","Aguafiel 1.5 L por 1.35. Delivery a domicilio.","aguafiel, 1.5",0001.jpg,Publicado,Visible,100
0001,"","Jugo Natulac 1Lt","",2.90,jugo-natulac-1lt,"Jugo Natulac 1Lt por 2.90. Disponible para delivery.","Jugo Natulac 1Lt por 2.90. Delivery a domicilio.","jugo, natulac, 1lt",0001.jpg,Publicado,Visible,100
0001,"","Frutys Bebida Tropical 1.5Lt","",1.50,frutys-bebida-tropical-15lt,"Frutys Bebida Tropical 1.5Lt a 1.50. Hacemos pedidos por delivery.","Frutys Bebida Tropical 1.5Lt por 1.50. Delivery a domicilio.","frutys, bebida, tropical, 1.5lt",0001.jpg,Publicado,Visible,100
0001,"","Néctar La Pastoreña 1Lt","",3.99,nectar-la-pastorena-1lt,"Néctar La Pastoreña 1Lt por 3.99. Pedidos por WhatsApp.","Néctar La Pastoreña 1Lt por 3.99. Delivery a domicilio.","néctar, pastoreña, 1lt",0001.jpg,Publicado,Visible,100
0001,"","Jugo Parmalat 1Ltr","",2.45,jugo-parmalat-1ltr,"Jugo Parmalat 1Ltr a solo 2.45. Delivery a domicilio.","Jugo Parmalat 1Ltr por 2.45. Delivery a domicilio.","jugo, parmalat, 1ltr",0001.jpg,Publicado,Visible,100
0001,"","Té Durazno/Limón Parmalat 1.5Lt","",4.50,te-duraznolimon-parmalat-15lt,"Té Durazno/Limón Parmalat 1.5Lt por 4.50. Consulta disponibilidad.","Té Durazno/Limón Parmalat 1.5Lt por 4.50. Delivery a domicilio.","durazno/limón, parmalat, 1.5lt",0001.jpg,Publicado,Visible,100
0001,"","Yogurt 1Lt Parmalat","",4.80,yogurt-1lt-parmalat,"Llevate Yogurt 1Lt Parmalat por 4.80.","Yogurt 1Lt Parmalat por 4.80. Delivery a domicilio.","yogurt, 1lt, parmalat",0001.jpg,Publicado,Visible,100
